SEZ_ID,AOP_BarriersPerMile,AOP_DataSource,AOP_NumberofBarriers,AOP_Rating,AOP_Score,AOP_StreamMiles,Acres,Assessment_Unit_Name,Bank_Stability_Data_Source,Bank_Stability_Percent_Unstable,Bank_Stability_Rating,Bank_Stability_Score,Biotic_Integrity_CSCI,Biotic_Integrity_Data_Source,Biotic_Integrity_Rating,Biotic_Integrity_Score,Comments,ConiferEncroachment_Comments,Conifer_Encroachment_Data_Sourc,Conifer_Encroachment_Rating,Conifer_Encroachment_Score,Conifer_Percent_Encroached,Ditches_Data_Source,Ditches_Length,Ditches_Meadow_Length,Ditches_Percent,Ditches_Rating,Ditches_Score,Feature_Type,Habitat_Frag_Data_Source,Habitat_Frag_Impervious_Acres,Habitat_Frag_Percent_Impervious,Habitat_Frag_Rating,Habitat_Frag_Score,Headcuts_Data_Source,Headcuts_Rating,Headcuts_Score,Incision_Data_Source,Incision_Rating,Incision_Ratio,Incision_Score,Invasive_Percent_Cover,Invasives_Data_Source,Invasives_Number_of_Invasives,Invasives_Plant_Types,Invasives_Rating,Invasives_Scores,NDVI_ID,Number_of_Headcuts,Ownership_Primary,Ownership_Secondary,Ownership_Secondary_2,Ownership_Secondary_3,SEZ_Type,Threshold_Year,VegetationVigor_DataSource,VegetationVigor_Rating,VegetationVigor_Raw,VegetationVigor_Score
601,0.54,"USFS / TRPA 2009, 2019",1.0,B,9.0,1.82,29.75901005,Rubicon Creek,"Simon sedimentation study; Stage 1 (stable), 2019.0",0.0,A,12.0,0.695,"TRPA, 634TPB134, 2018",C,6.0,"Few signs of degradation. Low biotic integrity scores likely a result of seasonal intermittent flows. At the mouth to Lake Tahoe, stream is put in box across beach.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.53,1.78184346,B,9.0,"TRPA, 2020",A,12.0,,,,,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,private,USFS,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
602,1.55440415,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.93,35.59742449,Rubicon Creek - tributary,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,,<Null>,,,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.95,2.66239115,B,9.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
602,1.55440415,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.93,35.59742449,Rubicon Creek - tributary,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,,<Null>,,,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.95,2.66239115,B,9.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
602,1.55440415,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.93,35.59742449,Rubicon Creek - tributary,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,,<Null>,,,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.95,2.66239115,B,9.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
602,1.55440415,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.93,35.59742449,Rubicon Creek - tributary,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,,<Null>,,,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.95,2.66239115,B,9.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
603,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.60314139,Tallac Creek - abv highway - 1,"TRPA, 2022.0",24.78098745,C,6.0,0.74,"TRPA, 634S17342, 2017",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.33,1.43334076,B,9.0,"TRPA, 2022",D,3.0,"TRPA, 2022",B,1.2836,9.0,,"USFS, 2023",6.0,"Bull thistle, White sweetclover, Musk thistle, Oxeye daisy, Wooly mullein, Perennial pepperweed",C,6.0,,1.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
603,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.60314139,Tallac Creek - abv highway - 1,"TRPA, 2022.0",24.78098745,C,6.0,0.74,"TRPA, 634S17342, 2017",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.33,1.43334076,B,9.0,"TRPA, 2022",D,3.0,"TRPA, 2022",B,1.2836,9.0,,"USFS, 2023",6.0,"Bull thistle, White sweetclover, Musk thistle, Oxeye daisy, Wooly mullein, Perennial pepperweed",C,6.0,,1.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
603,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.60314139,Tallac Creek - abv highway - 1,"TRPA, 2022.0",24.78098745,C,6.0,0.74,"TRPA, 634S17342, 2017",C,6.0,"This meadow is degraded due to erosive features, moderate biotic conditions.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.33,1.43334076,B,9.0,"TRPA, 2022",D,3.0,"TRPA, 2022",B,1.2836,9.0,,"USFS, 2023",6.0,"Bull thistle, White sweetclover, Musk thistle, Oxeye daisy, Wooly mullein, Perennial pepperweed",C,6.0,,1.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
603,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.60314139,Tallac Creek - abv highway - 1,"TRPA, 2022.0",24.78098745,C,6.0,0.74,"TRPA, 634S17342, 2017",C,6.0,"This meadow is degraded due to erosive features, moderate biotic conditions.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.33,1.43334076,B,9.0,"TRPA, 2022",D,3.0,"TRPA, 2022",B,1.2836,9.0,,"USFS, 2023",6.0,"Bull thistle, White sweetclover, Musk thistle, Oxeye daisy, Wooly mullein, Perennial pepperweed",C,6.0,,1.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
604,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,4.27247572,Tallac Creek - abv highway - 2,"TRPA, 2022.0",55.76483404,D,3.0,0.74,"TRPA, 634S17342, 2017",C,6.0,"Large headcuts, severe incision, and bank erosion.",,,N/A,,,,,,,N/A,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2022",D,3.0,"TRPA, 2022",D,2.25,3.0,,"USFS, 2023",2.0,"Wooly mullein, Bull thistle",C,6.0,,2.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
604,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,4.27247572,Tallac Creek - abv highway - 2,"TRPA, 2022.0",55.76483404,D,3.0,0.74,"TRPA, 634S17342, 2017",C,6.0,"Large headcuts, severe incision, and bank erosion.",,,N/A,,,,,,,N/A,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2022",D,3.0,"TRPA, 2022",D,2.25,3.0,,"USFS, 2023",2.0,"Wooly mullein, Bull thistle",C,6.0,,2.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
604,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,4.27247572,Tallac Creek - abv highway - 2,"TRPA, 2022.0",55.76483404,D,3.0,0.74,"TRPA, 634S17342, 2017",C,6.0,"Large headcuts, severe incision, and bank erosion.",,,N/A,,,,,,,N/A,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2022",D,3.0,"TRPA, 2022",D,2.25,3.0,,"USFS, 2023",2.0,"Wooly mullein, Bull thistle",C,6.0,,2.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
604,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,4.27247572,Tallac Creek - abv highway - 2,"TRPA, 2022.0",55.76483404,D,3.0,0.74,"TRPA, 634S17342, 2017",C,6.0,"Large headcuts, severe incision, and bank erosion.",,,N/A,,,,,,,N/A,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2022",D,3.0,"TRPA, 2022",D,2.25,3.0,,"USFS, 2023",2.0,"Wooly mullein, Bull thistle",C,6.0,,2.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
605,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,34.66874196,Taylor Creek,"TRPA, 2023.0",13.32794775,B,9.0,0.78,"TRPA, 634TAY001, 2018",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.19,0.58078579,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
605,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,34.66874196,Taylor Creek,"TRPA, 2023.0",13.32794775,B,9.0,0.78,"TRPA, 634TAY001, 2018",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.19,0.58078579,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
605,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,34.66874196,Taylor Creek,"TRPA, 2023.0",13.32794775,B,9.0,0.78,"TRPA, 634TAY001, 2018",C,6.0,Good condition with moderately impaired biotic intergirty score and minor bank instabilities. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.19,0.58078579,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
605,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,34.66874196,Taylor Creek,"TRPA, 2023.0",13.32794775,B,9.0,0.78,"TRPA, 634TAY001, 2018",C,6.0,Good condition with moderately impaired biotic intergirty score and minor bank instabilities. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.19,0.58078579,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
606,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,124.70759646,Glen Alpine Creek - upper,"TRPA bioassessment - 634S12195; 634S17335; 634TPA025, 2017.0",0.0,A,12.0,0.95,"TRPA, 634TPA025, 2019",A,12.0,No indications of degradation. Lower end near Lily Lake is wide floodplain that often changes in multiple braided channels. Incision measurements are difficult.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.2,0.16122481,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",A,1.0,12.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
606,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,124.70759646,Glen Alpine Creek - upper,"TRPA bioassessment - 634S12195; 634S17335; 634TPA025, 2017.0",0.0,A,12.0,0.95,"TRPA, 634TPA025, 2019",A,12.0,No indications of degradation. Lower end near Lily Lake is wide floodplain that often changes in multiple braided channels. Incision measurements are difficult.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.2,0.16122481,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",A,1.0,12.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
606,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,124.7075965,Glen Alpine Creek - upper,"TRPA bioassessment - 634S12195; 634S17335; 634TPA025, 2017.0",0.0,A,12.0,0.95,"TRPA, 634TPA025, 2019",A,12.0,No indications of degradation. Lower end near Lily Lake is wide floodplain that often changes in multiple braided channels. Incision measurements are difficult.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.2,0.16122481,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",A,1.0,12.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
606,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,124.7075965,Glen Alpine Creek - upper,"TRPA bioassessment - 634S12195; 634S17335; 634TPA025, 2017.0",0.0,A,12.0,0.95,"TRPA, 634TPA025, 2019",A,12.0,No indications of degradation. Lower end near Lily Lake is wide floodplain that often changes in multiple braided channels. Incision measurements are difficult.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.2,0.16122481,A,12.0,"TRPA, 2019",A,12.0,"TRPA baseline condition assessment, 2019",A,1.0,12.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,State of California,,Riverine (Perennial) + Forested,test,DRI 2020,,,
607,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,24.15619725,UTR - Washoe Meadows,"TRPA baseline condition assessment. Simon rated as Stage 5 (degredation and widening), 2019.0",17.2,B,9.0,0.85,"TRPA, 634S19714 / 634TPA041, 2018",B,9.0,Some large areas of erosion and some channel incision. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.03,0.09778567,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,"TRPA, 2020",C,2.0019,6.0,,,,,,,,0.0,USFS,local,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
607,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,24.15619725,UTR - Washoe Meadows,"TRPA baseline condition assessment. Simon rated as Stage 5 (degredation and widening), 2019.0",17.2,B,9.0,0.85,"TRPA, 634S19714 / 634TPA041, 2018",B,9.0,Some large areas of erosion and some channel incision. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.03,0.09778567,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,"TRPA, 2020",C,2.0019,6.0,,,,,,,,0.0,USFS,local,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
607,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,24.15619725,UTR - Washoe Meadows,"TRPA baseline condition assessment. Simon rated as Stage 5 (degredation and widening), 2019.0",17.2,B,9.0,0.85,"TRPA, 634S19714 / 634TPA041, 2018",B,9.0,Some large areas of erosion and some channel incision. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.03,0.09778567,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,"TRPA, 2020",C,2.0019,6.0,,,,,,,,0.0,USFS,local,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
607,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,24.15619725,UTR - Washoe Meadows,"TRPA baseline condition assessment. Simon rated as Stage 5 (degredation and widening), 2019.0",17.2,B,9.0,0.85,"TRPA, 634S19714 / 634TPA041, 2018",B,9.0,Some large areas of erosion and some channel incision. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.03,0.09778567,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,"TRPA, 2020",C,2.0019,6.0,,,,,,,,0.0,USFS,local,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
608,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,41.07068014,UTR - Christmas Valley 1,"TRPA, 2019.0",16.25526864,B,9.0,0.849911095,"TRPA, 634S22514, 2022/ TRPA, 634UTR006, 2022",B,9.0,Mostly healthy. Project planned https://laketahoeinfo.org/Project/Detail/56,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.43,1.04548535,B,9.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,"USFS, 2023",6.0,"Wooly mullein, Klamathweed, Bull thistle, Oxeye daisy, Yellow toadflax, Cheatgrass",D,3.0,,0.0,USFS,State of California,private,,Riverine (Perennial) + Forested,test,DRI 2020,,,
608,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,41.07068014,UTR - Christmas Valley 1,"TRPA, 2019.0",16.25526864,B,9.0,0.849911095,"TRPA, 634S22514, 2022/ TRPA, 634UTR006, 2022",B,9.0,Mostly healthy. Project planned https://laketahoeinfo.org/Project/Detail/56,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.43,1.04548535,B,9.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,"USFS, 2023",6.0,"Wooly mullein, Klamathweed, Bull thistle, Oxeye daisy, Yellow toadflax, Cheatgrass",D,3.0,,0.0,USFS,State of California,private,,Riverine (Perennial) + Forested,test,DRI 2020,,,
608,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,41.07068014,UTR - Christmas Valley 1,"TRPA, 2019.0",16.25526864,B,9.0,0.849911095,"TRPA, 634S22514, 2022/ TRPA, 634UTR006, 2022",B,9.0,Healthy meadow but bank instabilities are present along with some habitat fragmentation. Biotic Scores are good but went down slightly. Project planned https://laketahoeinfo.org/Project/Detail/56,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.43,1.04548535,B,9.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,"USFS, 2023",6.0,"Wooly mullein, Klamathweed, Bull thistle, Oxeye daisy, Yellow toadflax, Cheatgrass",D,3.0,,0.0,USFS,State of California,private,,Riverine (Perennial) + Forested,test,DRI 2020,,,
608,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,41.07068014,UTR - Christmas Valley 1,"TRPA, 2019.0",16.25526864,B,9.0,0.849911095,"TRPA, 634S22514, 2022/ TRPA, 634UTR006, 2022",B,9.0,Healthy meadow but bank instabilities are present along with some habitat fragmentation. Biotic Scores are good but went down slightly. Project planned https://laketahoeinfo.org/Project/Detail/56,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.43,1.04548535,B,9.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,"USFS, 2023",6.0,"Wooly mullein, Klamathweed, Bull thistle, Oxeye daisy, Yellow toadflax, Cheatgrass",D,3.0,,0.0,USFS,State of California,private,,Riverine (Perennial) + Forested,test,DRI 2020,,,
609,1.52671756,"USFS / TRPA 2009, 2019",4.0,C,6.0,2.62,61.87674987,Grass Lake Creek,"TRPA bioassessment - 634S13229, 634S09018, 2013.0",13.5,B,9.0,1.065,"TRPA, 634S13229, 2013",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.85,1.36200092,B,9.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",4.0,"Bull thistle, Oxeye daisy, Dalmatian toadflax, Cheatgrass",D,3.0,,0.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
609,1.52671756,"USFS / TRPA 2009, 2019",4.0,C,6.0,2.62,61.87674987,Grass Lake Creek,"TRPA bioassessment - 634S13229, 634S09018, 2013.0",13.5,B,9.0,1.065,"TRPA, 634S13229, 2013",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.85,1.36200092,B,9.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",4.0,"Bull thistle, Oxeye daisy, Dalmatian toadflax, Cheatgrass",D,3.0,,0.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
609,1.52671756,"USFS / TRPA 2009, 2019",4.0,C,6.0,2.62,61.87674987,Grass Lake Creek,"TRPA bioassessment - 634S13229, 634S09018, 2013.0",13.5,B,9.0,1.065,"TRPA, 634S13229, 2013",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.85,1.36200092,B,9.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",4.0,"Bull thistle, Oxeye daisy, Dalmatian toadflax, Cheatgrass",D,3.0,,0.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
609,1.52671756,"USFS / TRPA 2009, 2019",4.0,C,6.0,2.62,61.87674987,Grass Lake Creek,"TRPA bioassessment - 634S13229, 634S09018, 2013.0",13.5,B,9.0,1.065,"TRPA, 634S13229, 2013",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.85,1.36200092,B,9.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",4.0,"Bull thistle, Oxeye daisy, Dalmatian toadflax, Cheatgrass",D,3.0,,0.0,USFS,private,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
610,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,91.14709198,UTR - tributary 1,"TRPA bioassessment; 634S10161, 2010.0",0.0,A,12.0,1.184,"TRPA, 634S10161, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
610,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,91.14709198,UTR - tributary 1,"TRPA bioassessment; 634S10161, 2010.0",0.0,A,12.0,1.184,"TRPA, 634S10161, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
610,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,91.14709198,UTR - tributary 1,"TRPA bioassessment; 634S10161, 2010.0",0.0,A,12.0,1.184,"TRPA, 634S10161, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
610,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,91.14709198,UTR - tributary 1,"TRPA bioassessment; 634S10161, 2010.0",0.0,A,12.0,1.184,"TRPA, 634S10161, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
611,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,87.20159866,UTR - tributary 3,"TRPA bioassessment; 634TPA033, 2018.0",0.0,A,12.0,1.11543006,"TRPA, 634S20409, 2020",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
611,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,87.20159866,UTR - tributary 3,"TRPA bioassessment; 634TPA033, 2018.0",0.0,A,12.0,1.11543006,"TRPA, 634S20409, 2020",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
611,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,87.20159866,UTR - tributary 3,"TRPA bioassessment; 634TPA033, 2018.0",0.0,A,12.0,1.11543006,"TRPA, 634S20409, 2020",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
611,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,87.20159866,UTR - tributary 3,"TRPA bioassessment; 634TPA033, 2018.0",0.0,A,12.0,1.11543006,"TRPA, 634S20409, 2020",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
612,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.07504765,Trout Creek - tributary 3,"TRPA bioassessment; 634S19385, 2019.0",0.0,A,12.0,1.05,"TRPA, 634S19385, 2019",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Oxeye daisy",C,6.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
612,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.07504765,Trout Creek - tributary 3,"TRPA bioassessment; 634S19385, 2019.0",0.0,A,12.0,1.05,"TRPA, 634S19385, 2019",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Oxeye daisy",C,6.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
612,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.07504765,Trout Creek - tributary 3,"TRPA bioassessment; 634S19385, 2019.0",0.0,A,12.0,1.05,"TRPA, 634S19385, 2019",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Oxeye daisy",C,6.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
612,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,42.07504765,Trout Creek - tributary 3,"TRPA bioassessment; 634S19385, 2019.0",0.0,A,12.0,1.05,"TRPA, 634S19385, 2019",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Oxeye daisy",C,6.0,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
613,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,62.17773883,Trout Creek - tributary 2,"TRPA bioassessment; 634S19573, 2019.0",0.0,A,12.0,1.08,"TRPA, 634S19573, 2019",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
613,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,62.17773883,Trout Creek - tributary 2,"TRPA bioassessment; 634S19573, 2019.0",0.0,A,12.0,1.08,"TRPA, 634S19573, 2019",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,,,,Riverine (Perennial) + Forested,test,DRI 2020,,,
